"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1989","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","75248","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","74289","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","74134","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","74600","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","75034","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","76365","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","77928","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","79328","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","78863","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","79124","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","79422","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","79595","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","79818","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","79189","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","78196","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","77868","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","77656","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","77318","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","76966","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","76759","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","76015","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","74864","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","73645","","","","0"
"2012","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","72555","","","","0"
"2013","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","71158","","","","0"
"2014","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","70379","","","","0"
"2015","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","70531","","","","0"
"2016","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","70467","","","","0"
"2017","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","69805","","","","0"
"2018","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","69433","","","","0"
"2019","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","69892","","","","0"
"2020","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","69405","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","69652","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","71641","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","75464","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","70537","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","71166","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","72735","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","75883","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","80206","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","84364","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","88135","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","90052","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","90777","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","91030","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","91232","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","91950","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","94986","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","97356","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","97691","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","94700","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","89708","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","82869","","","","0"
"1989","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","76140","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","70013","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","67272","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","66926","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","67249","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","67287","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","68203","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","69310","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","70132","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","70389","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","71128","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","70586","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","70282","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","70778","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","72267","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","73686","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","73296","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","72659","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","73463","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","74724","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","76610","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","78272","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","78936","","","","0"
"2012","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","79306","","","","0"
"2013","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","79744","","","","0"
"2014","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","78666","","","","0"
"2015","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","77215","","","","0"
"2016","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","75805","","","","0"
"2017","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","75219","","","","0"
"2018","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","74116","","","","0"
"2019","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","73674","","","","0"
"2020","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","72843","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","71911","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","72769","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","20 to 24 years","Persons","249","units","0","v469278","9.1.31","75585","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","54065","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","55677","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","56770","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","58768","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","62667","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","66723","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","69477","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","72417","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","75942","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","79654","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","25 to 29 years","Persons","249","units","0","v469296","9.1.37","82575","","","","0"
